k,model,final_residual_mse,final_relative_l2_error
5.0,mlp,1.4160317182540894,0.02200034260749817
5.0,fourier,102.80284118652344,0.8288668394088745
10.0,mlp,356.2169494628906,1.0773475170135498
10.0,fourier,58.24773406982422,0.9539685249328613
20.0,mlp,11746.3271484375,1.065996527671814
20.0,fourier,4207.07861328125,0.9851410984992981
40.0,mlp,113256.1953125,1.008664846420288
40.0,fourier,81839.828125,0.9675387144088745
